Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
3.320;0;-49.16683;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.334;0;-49.05309;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.348;0;-48.97302;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.361;0;-48.92728;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.400;0;-48.91529;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.414;0;-49.04012;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.428;0;-49.09974;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.442;0;-49.16748;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.457;0;-49.25046;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.470;0;-49.34837;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.483;0;-49.44681;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.496;0;-49.55812;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.508;0;-49.67738;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.522;0;-49.80315;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.555;0;-49.95237;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.578;0;-50.39015;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.592;0;-50.72625;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
3.607;0;-50.94388;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
3.622;0;-51.20627;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
3.636;0;-51.46053;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
3.649;0;-51.72792;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
3.662;0;-51.98739;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
3.675;0;-52.26205;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
3.708;0;-52.55473;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
3.724;0;-53.38002;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
3.738;0;-53.78004;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
3.752;0;-54.18453;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
3.767;0;-54.58099;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
3.781;0;-55.02985;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
3.795;0;-55.47754;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.4)(0.00, 0.00, 0.00);0
