Timestamp;Total_Angles_x;Total_Angles_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
25.46033;-40.01657;-39.20665;(0.046, 1.662, 0.523);(-0.009, 0.164, -0.006, -0.986);
25.48897;-39.79269;-39.32885;(0.046, 1.662, 0.523);(-0.009, 0.165, -0.006, -0.986);
25.51933;-50.59888;-40.75155;(0.045, 1.662, 0.523);(-0.009, 0.166, -0.006, -0.986);
25.54641;-59.30381;-40.7234;(0.045, 1.662, 0.522);(-0.009, 0.167, -0.006, -0.986);Pattern 1 saccade;
25.57613;-65.88876;-41.00573;(0.045, 1.662, 0.522);(-0.009, 0.167, -0.007, -0.986);Pattern 1 saccade;
25.60333;-66.25246;-40.8775;(0.045, 1.662, 0.522);(-0.009, 0.167, -0.007, -0.986);Pattern 1 saccade;
25.63314;-66.45168;-40.78503;(0.044, 1.662, 0.522);(-0.009, 0.167, -0.007, -0.986);
25.66882;-66.63633;-40.68622;(0.044, 1.662, 0.522);(-0.009, 0.166, -0.007, -0.986);
25.71196;-66.69933;-40.59343;(0.044, 1.662, 0.522);(-0.009, 0.166, -0.008, -0.986);
25.76053;-66.68182;-40.5409;(0.044, 1.662, 0.522);(-0.009, 0.166, -0.008, -0.986);
25.79454;-65.67618;-39.93883;(0.044, 1.661, 0.522);(-0.009, 0.166, -0.008, -0.986);
25.83719;-64.25908;-39.37972;(0.043, 1.661, 0.522);(-0.009, 0.166, -0.008, -0.986);
25.88317;-67.20776;-41.36253;(0.043, 1.661, 0.522);(-0.009, 0.166, -0.008, -0.986);
25.92621;-70.4026;-42.97889;(0.043, 1.661, 0.522);(-0.009, 0.166, -0.008, -0.986);
25.97025;-70.31922;-43.15731;(0.043, 1.661, 0.522);(-0.009, 0.166, -0.008, -0.986);
26.00846;-69.3291;-43.4773;(0.043, 1.661, 0.522);(-0.009, 0.166, -0.008, -0.986);
26.06659;-66.90175;-43.61088;(0.044, 1.661, 0.522);(-0.009, 0.166, -0.008, -0.986);
26.11320;-65.08475;-43.53207;(0.044, 1.662, 0.522);(-0.009, 0.165, -0.008, -0.986);
26.14600;-67.77246;-43.76556;(0.044, 1.662, 0.523);(-0.008, 0.165, -0.007, -0.986);
26.18229;-67.40169;-44.01611;(0.045, 1.662, 0.522);(-0.008, 0.164, -0.007, -0.986);
26.21665;-66.54099;-44.14999;(0.045, 1.662, 0.522);(-0.008, 0.162, -0.007, -0.987);
26.24538;-64.87897;-44.42584;(0.046, 1.662, 0.522);(-0.008, 0.160, -0.006, -0.987);
26.27631;-64.19231;-44.50769;(0.046, 1.662, 0.522);(-0.007, 0.159, -0.006, -0.987);
26.30294;-63.73693;-44.63395;(0.046, 1.662, 0.523);(-0.006, 0.158, -0.005, -0.987);
26.33099;-62.48131;-44.78583;(0.047, 1.662, 0.523);(-0.005, 0.157, -0.004, -0.988);
26.36217;-62.30776;-44.82549;(0.047, 1.662, 0.523);(-0.004, 0.155, -0.004, -0.988);
26.39070;-61.78114;-44.53699;(0.048, 1.663, 0.522);(-0.003, 0.154, -0.004, -0.988);
26.41845;-61.76333;-43.82078;(0.048, 1.663, 0.522);(-0.003, 0.152, -0.003, -0.988);
26.44681;-60.87679;-32.822;(0.048, 1.663, 0.522);(-0.001, 0.151, -0.002, -0.989);
26.47395;-60.83741;-32.83329;(0.049, 1.663, 0.522);(-0.001, 0.150, -0.001, -0.989);No pattern saccade;
26.50283;-60.74509;-32.89724;(0.049, 1.663, 0.522);(0.000, -0.151, 0.001, 0.989);
26.53214;-60.65314;-32.9509;(0.049, 1.664, 0.522);(-0.001, -0.151, 0.000, 0.989);
26.56461;-60.69612;-32.96546;(0.049, 1.664, 0.522);(-0.002, -0.151, 0.000, 0.989);
26.60453;-60.69512;-32.97493;(0.049, 1.664, 0.522);(-0.003, -0.151, 0.000, 0.989);
26.63189;-60.60502;-33.19792;(0.049, 1.665, 0.521);(-0.005, -0.151, 0.000, 0.988);
26.66052;-60.59511;-33.2551;(0.050, 1.665, 0.521);(-0.007, -0.151, -0.001, 0.988);
26.69416;-58.88055;-29.91286;(0.050, 1.665, 0.521);(-0.009, -0.151, -0.002, 0.988);
26.74538;-58.27958;-26.50346;(0.050, 1.666, 0.521);(-0.012, -0.150, -0.002, 0.989);
26.78300;-58.18764;-26.53675;(0.051, 1.667, 0.520);(-0.017, -0.149, -0.004, 0.989);
26.82332;-57.60877;-26.03596;(0.051, 1.668, 0.519);(-0.022, -0.148, -0.005, 0.989);
26.87560;-51.14962;-18.8131;(0.051, 1.668, 0.519);(-0.027, -0.147, -0.007, 0.989);
26.90933;-50.79565;-18.19066;(0.051, 1.669, 0.518);(-0.030, -0.147, -0.009, 0.989);No pattern saccade;
26.95426;-38.54985;-14.13888;(0.051, 1.670, 0.517);(-0.032, -0.148, -0.009, 0.988);
26.99681;-38.8259;-13.87308;(0.051, 1.670, 0.517);(-0.034, -0.149, -0.009, 0.988);Pattern 1 saccade;
27.03890;-39.09704;-13.78708;(0.051, 1.671, 0.516);(-0.035, -0.149, -0.009, 0.988);
27.09355;-39.0417;-13.6778;(0.051, 1.672, 0.515);(-0.038, -0.150, -0.009, 0.988);
27.13783;-38.82298;-13.92571;(0.051, 1.672, 0.514);(-0.040, -0.152, -0.008, 0.988);
27.17888;-38.75599;-13.63577;(0.050, 1.673, 0.514);(-0.040, -0.153, -0.008, 0.987);
27.22664;-38.33881;-13.60435;(0.049, 1.673, 0.513);(-0.040, -0.157, -0.008, 0.987);
27.27522;-37.80938;-13.61932;(0.048, 1.673, 0.513);(-0.039, -0.164, -0.008, 0.986);
27.31987;-36.63836;-14.17688;(0.046, 1.672, 0.513);(-0.039, -0.176, -0.008, 0.984);
27.34627;-34.11732;-14.33463;(0.043, 1.672, 0.513);(-0.038, -0.198, -0.008, 0.980);
27.37575;-33.96577;-14.57778;(0.041, 1.672, 0.513);(-0.037, -0.209, -0.007, 0.977);
27.40514;-34.90786;-14.60747;(0.039, 1.672, 0.512);(-0.036, -0.220, -0.006, 0.975);
27.43301;-35.01489;-14.96762;(0.036, 1.671, 0.511);(-0.035, -0.228, -0.005, 0.973);
27.46156;-35.81541;-15.83657;(0.034, 1.671, 0.511);(-0.035, -0.235, -0.004, 0.971);
27.49874;-36.45889;-16.54482;(0.032, 1.671, 0.510);(-0.034, -0.240, -0.003, 0.970);
27.53139;-36.86102;-17.09457;(0.030, 1.671, 0.509);(-0.034, -0.244, -0.001, 0.969);
27.56101;-37.22407;-17.23754;(0.028, 1.670, 0.509);(-0.034, -0.248, 0.001, 0.968);
27.58966;-37.72001;-17.37759;(0.027, 1.670, 0.508);(-0.033, -0.248, 0.002, 0.968);
27.61879;-37.84886;-17.46224;(0.025, 1.670, 0.508);(-0.033, -0.248, 0.003, 0.968);
27.64624;-38.39273;-18.26168;(0.024, 1.670, 0.508);(-0.032, -0.247, 0.004, 0.968);
27.67596;-42.64659;-24.99967;(0.024, 1.670, 0.508);(-0.032, -0.247, 0.005, 0.968);
27.70354;-42.66226;-25.67409;(0.023, 1.670, 0.508);(-0.032, -0.247, 0.006, 0.969);No pattern saccade;
27.73344;-42.82409;-26.21891;(0.023, 1.670, 0.508);(-0.032, -0.246, 0.006, 0.969);
27.76922;-42.85037;-26.61658;(0.023, 1.670, 0.508);(-0.032, -0.244, 0.007, 0.969);
27.81245;-43.00537;-26.76815;(0.022, 1.670, 0.508);(-0.032, -0.243, 0.007, 0.970);
27.85526;-42.6373;-27.33258;(0.022, 1.670, 0.509);(-0.032, -0.242, 0.008, 0.970);
27.89334;-41.98795;-27.92642;(0.022, 1.670, 0.509);(-0.032, -0.241, 0.008, 0.970);
27.93270;-44.27123;-31.62322;(0.022, 1.670, 0.509);(-0.032, -0.238, 0.008, 0.971);
27.95927;-44.80306;-32.14329;(0.023, 1.670, 0.509);(-0.033, -0.234, 0.008, 0.972);
27.98975;-44.661;-32.21056;(0.024, 1.670, 0.509);(-0.034, -0.230, 0.008, 0.973);
28.02011;-44.48357;-32.13538;(0.025, 1.670, 0.509);(-0.035, -0.226, 0.008, 0.974);
28.07515;-44.47476;-32.13862;(0.026, 1.671, 0.510);(-0.035, -0.222, 0.007, 0.974);
28.10333;-44.51734;-32.26896;(0.028, 1.671, 0.510);(-0.037, -0.215, 0.006, 0.976);
28.13291;-44.58507;-27.71312;(0.028, 1.671, 0.510);(-0.037, -0.212, 0.006, 0.976);
28.16085;-45.29897;-26.44197;(0.029, 1.672, 0.510);(-0.038, -0.210, 0.005, 0.977);No pattern saccade;
28.19057;-45.73844;-26.35912;(0.030, 1.672, 0.510);(-0.039, -0.208, 0.003, 0.977);
28.21876;-45.77256;-26.37707;(0.031, 1.672, 0.510);(-0.040, -0.205, 0.002, 0.978);
28.24600;-45.9291;-26.3586;(0.032, 1.672, 0.510);(-0.040, -0.203, 0.001, 0.978);
28.27465;-46.48745;-26.4597;(0.033, 1.673, 0.510);(-0.041, -0.200, 0.000, 0.979);
28.30346;-46.72343;-26.36596;(0.035, 1.673, 0.510);(-0.042, -0.196, 0.000, 0.980);
28.33487;-47.06052;-26.42363;(0.036, 1.674, 0.510);(-0.043, -0.191, 0.000, 0.981);
28.36520;-47.20707;-26.47529;(0.037, 1.674, 0.509);(-0.044, -0.187, 0.000, 0.981);
28.40398;-47.1976;-26.5364;(0.038, 1.674, 0.509);(-0.045, -0.183, 0.000, 0.982);
28.43300;-56.49241;-28.44994;(0.040, 1.674, 0.509);(-0.045, -0.176, 0.001, 0.983);
28.46064;-56.76894;-28.58042;(0.041, 1.675, 0.508);(-0.046, -0.173, 0.002, 0.984);Pattern 1 saccade;
28.48862;-56.89135;-28.67919;(0.041, 1.675, 0.508);(-0.046, -0.171, 0.002, 0.984);
28.51866;-56.7696;-28.66861;(0.042, 1.675, 0.508);(-0.046, -0.169, 0.002, 0.985);
28.55070;-56.75762;-28.75193;(0.043, 1.675, 0.508);(-0.047, -0.168, 0.001, 0.985);
28.58892;-56.7178;-28.88302;(0.043, 1.675, 0.508);(-0.048, -0.168, 0.001, 0.985);
28.61886;-56.67319;-28.92918;(0.043, 1.675, 0.508);(-0.048, -0.168, 0.001, 0.985);
28.64451;-56.70616;-28.93289;(0.043, 1.675, 0.508);(-0.049, -0.168, 0.001, 0.985);
28.67584;-56.77916;-28.95782;(0.044, 1.675, 0.508);(-0.049, -0.168, 0.001, 0.985);
28.70324;-56.81656;-28.95719;(0.044, 1.675, 0.507);(-0.049, -0.167, 0.001, 0.985);
28.73169;-57.06035;-29.0562;(0.045, 1.675, 0.507);(-0.049, -0.167, 0.002, 0.985);
28.75948;-57.14801;-29.16878;(0.045, 1.675, 0.507);(-0.048, -0.166, 0.002, 0.985);
28.78919;-57.15709;-29.26517;(0.045, 1.675, 0.507);(-0.048, -0.166, 0.002, 0.985);
28.81892;-57.28997;-29.35651;(0.046, 1.675, 0.507);(-0.048, -0.165, 0.002, 0.985);
28.84768;-57.28124;-29.53612;(0.046, 1.674, 0.507);(-0.048, -0.165, 0.002, 0.985);
28.87564;-57.30227;-29.55471;(0.046, 1.674, 0.507);(-0.047, -0.164, 0.001, 0.985);
28.90412;-56.37878;-29.59122;(0.046, 1.674, 0.507);(-0.047, -0.163, 0.001, 0.985);
28.93167;-35.89021;-24.90488;(0.047, 1.674, 0.507);(-0.047, -0.163, 0.001, 0.986);
28.96143;-24.68834;-21.807;(0.047, 1.674, 0.507);(-0.047, -0.162, 0.000, 0.986);Pattern 1 saccade;
28.99407;-24.53448;-21.85996;(0.047, 1.674, 0.507);(-0.046, -0.161, 0.000, 0.986);Pattern 1 saccade;
29.03414;-24.51669;-21.90262;(0.047, 1.674, 0.507);(-0.046, -0.161, 0.000, 0.986);
29.08920;-24.52876;-21.90989;(0.048, 1.674, 0.507);(-0.046, -0.160, -0.001, 0.986);
29.11779;-24.63073;-22.13259;(0.048, 1.675, 0.507);(-0.046, -0.157, -0.001, 0.987);
29.14754;-24.53115;-22.20697;(0.048, 1.675, 0.507);(-0.046, -0.156, -0.001, 0.987);
29.17480;-24.48475;-22.19978;(0.049, 1.675, 0.507);(-0.046, -0.154, -0.002, 0.987);
29.20746;-24.41045;-22.20519;(0.049, 1.675, 0.507);(-0.046, -0.153, -0.002, 0.987);
29.24499;-24.25262;-22.20851;(0.049, 1.675, 0.508);(-0.046, -0.151, -0.002, 0.987);
29.27697;-24.23906;-22.27452;(0.050, 1.675, 0.508);(-0.045, -0.151, -0.002, 0.988);
29.30281;-22.43836;-22.09951;(0.050, 1.675, 0.508);(-0.045, -0.150, -0.003, 0.988);
29.33242;-3.36975;-16.90505;(0.050, 1.675, 0.508);(-0.045, -0.150, -0.003, 0.988);
29.36221;6.718588;-15.19669;(0.050, 1.675, 0.508);(-0.045, -0.150, -0.004, 0.988);Pattern 1 saccade;
29.40319;15.09456;-14.86216;(0.050, 1.675, 0.508);(-0.045, -0.151, -0.004, 0.988);Pattern 1 saccade;
29.43524;15.7589;-15.24875;(0.051, 1.675, 0.508);(-0.045, -0.151, -0.004, 0.988);Pattern 1 saccade;
29.46056;15.79861;-15.38032;(0.051, 1.675, 0.508);(-0.045, -0.151, -0.004, 0.988);
29.48887;15.61437;-15.50829;(0.051, 1.675, 0.508);(-0.045, -0.150, -0.004, 0.988);
29.52615;15.47673;-15.60071;(0.051, 1.675, 0.508);(-0.045, -0.150, -0.004, 0.988);
29.56046;-0.5391722;-25.19681;(0.051, 1.675, 0.508);(-0.046, -0.149, -0.005, 0.988);
29.58862;-13.04631;-33.1333;(0.051, 1.675, 0.508);(-0.046, -0.149, -0.006, 0.988);No pattern saccade;
29.61861;-12.81766;-32.9932;(0.051, 1.675, 0.508);(-0.046, -0.150, -0.006, 0.988);No pattern saccade;
29.64896;-12.63716;-33.06311;(0.051, 1.675, 0.509);(-0.046, -0.151, -0.007, 0.987);
29.67413;-12.55772;-33.30994;(0.051, 1.674, 0.509);(-0.045, -0.153, -0.007, 0.987);
29.70411;-12.26264;-33.3006;(0.051, 1.674, 0.509);(-0.045, -0.156, -0.007, 0.987);
29.73286;-12.22911;-33.31451;(0.050, 1.674, 0.509);(-0.044, -0.158, -0.006, 0.986);
29.76078;-11.66454;-32.9178;(0.050, 1.674, 0.509);(-0.044, -0.160, -0.006, 0.986);
29.78947;-11.70478;-32.93415;(0.050, 1.674, 0.509);(-0.043, -0.162, -0.005, 0.986);
29.81838;-12.30769;-33.37419;(0.049, 1.674, 0.509);(-0.043, -0.163, -0.004, 0.986);
29.84834;-12.79977;-33.5699;(0.049, 1.674, 0.509);(-0.042, -0.164, -0.003, 0.986);
29.87676;-15.66152;-34.02068;(0.049, 1.674, 0.509);(-0.042, -0.166, -0.003, 0.985);
29.90845;-23.10361;-30.81434;(0.049, 1.674, 0.509);(-0.042, -0.167, -0.002, 0.985);
29.94702;-23.0003;-30.65547;(0.048, 1.673, 0.509);(-0.042, -0.168, -0.002, 0.985);No pattern saccade;
29.97464;-22.88133;-30.06722;(0.047, 1.673, 0.509);(-0.042, -0.171, -0.002, 0.984);
30.00436;-23.10487;-29.97114;(0.047, 1.674, 0.509);(-0.042, -0.172, -0.002, 0.984);
30.04737;-26.02008;-27.73123;(0.046, 1.674, 0.509);(-0.043, -0.174, -0.002, 0.984);
30.07416;-34.46177;-25.33001;(0.045, 1.674, 0.509);(-0.044, -0.177, -0.002, 0.983);
30.10574;-34.99407;-25.16932;(0.045, 1.674, 0.509);(-0.044, -0.179, -0.002, 0.983);Pattern 1 saccade;
30.13258;-35.16329;-25.16812;(0.044, 1.674, 0.509);(-0.045, -0.180, -0.001, 0.983);
30.15993;-35.24123;-25.09785;(0.044, 1.674, 0.508);(-0.045, -0.181, -0.001, 0.983);
30.18883;-35.38726;-25.02878;(0.044, 1.674, 0.508);(-0.045, -0.181, 0.000, 0.982);
30.21819;-35.49028;-25.01098;(0.043, 1.674, 0.508);(-0.046, -0.182, 0.000, 0.982);
30.24586;-35.4856;-25.01513;(0.043, 1.674, 0.508);(-0.046, -0.183, 0.000, 0.982);
30.27488;-35.47902;-24.99282;(0.043, 1.674, 0.508);(-0.046, -0.184, 0.000, 0.982);
30.30441;-35.55652;-24.97295;(0.043, 1.674, 0.507);(-0.046, -0.184, 0.001, 0.982);
30.33188;-35.61728;-24.96248;(0.043, 1.674, 0.507);(-0.046, -0.184, 0.001, 0.982);
30.36362;-35.76149;-24.98196;(0.042, 1.674, 0.507);(-0.046, -0.183, 0.001, 0.982);
30.40525;-35.8453;-25.03769;(0.043, 1.674, 0.507);(-0.046, -0.182, 0.002, 0.982);
30.43278;-36.05564;-25.12103;(0.043, 1.674, 0.507);(-0.046, -0.179, 0.002, 0.983);
30.46025;-29.55631;-24.43165;(0.043, 1.674, 0.507);(-0.046, -0.177, 0.002, 0.983);
30.48932;-27.87766;-23.74137;(0.044, 1.674, 0.507);(-0.045, -0.175, 0.002, 0.983);Pattern 1 saccade;
30.52036;-17.99485;-22.13502;(0.044, 1.674, 0.507);(-0.045, -0.172, 0.002, 0.984);
30.56196;-7.131918;-20.43196;(0.045, 1.674, 0.507);(-0.044, -0.169, 0.002, 0.985);Pattern 1 saccade;
30.59490;-6.474728;-20.76457;(0.045, 1.674, 0.508);(-0.043, -0.164, 0.001, 0.986);Pattern 1 saccade;
30.63080;-6.208433;-21.09973;(0.046, 1.674, 0.508);(-0.043, -0.160, 0.001, 0.986);
30.66026;-14.39598;-23.03985;(0.047, 1.674, 0.508);(-0.043, -0.155, 0.001, 0.987);
30.68880;-18.77003;-25.16891;(0.048, 1.674, 0.508);(-0.043, -0.153, 0.000, 0.987);Pattern 1 saccade;
30.71901;-19.07567;-25.17435;(0.049, 1.674, 0.509);(-0.042, -0.151, 0.000, 0.988);No pattern saccade;
30.74943;-18.92703;-25.12834;(0.050, 1.674, 0.509);(-0.042, -0.150, -0.001, 0.988);
30.78918;-18.21367;-25.40917;(0.050, 1.674, 0.510);(-0.041, -0.150, -0.002, 0.988);
30.81844;-16.59601;-25.53641;(0.051, 1.674, 0.510);(-0.040, -0.151, -0.003, 0.988);
30.85059;-16.3317;-25.52333;(0.051, 1.674, 0.511);(-0.040, -0.152, -0.003, 0.988);
30.88975;-16.11929;-25.34082;(0.051, 1.674, 0.511);(-0.040, -0.154, -0.003, 0.987);
30.91771;-15.90544;-24.77265;(0.051, 1.674, 0.511);(-0.040, -0.156, -0.003, 0.987);
30.94595;-22.80564;-24.15835;(0.051, 1.674, 0.511);(-0.041, -0.159, -0.003, 0.987);
30.97522;-28.38788;-24.63048;(0.051, 1.674, 0.511);(-0.041, -0.161, -0.003, 0.986);Pattern 1 saccade;
31.00335;-28.55554;-24.65142;(0.051, 1.674, 0.511);(-0.042, -0.163, -0.003, 0.986);Pattern 1 saccade;
31.04624;-28.52569;-24.75946;(0.050, 1.674, 0.511);(-0.042, -0.166, -0.003, 0.985);
31.07489;-28.45362;-24.88505;(0.050, 1.674, 0.510);(-0.043, -0.170, -0.002, 0.985);
31.10402;-28.91291;-24.83093;(0.049, 1.674, 0.510);(-0.043, -0.173, -0.002, 0.984);
31.13123;-28.95704;-25.02452;(0.049, 1.674, 0.510);(-0.043, -0.175, -0.002, 0.984);
31.15978;-29.09721;-25.18535;(0.048, 1.674, 0.509);(-0.043, -0.178, -0.002, 0.983);
31.19087;-34.44535;-24.62709;(0.048, 1.674, 0.509);(-0.044, -0.179, -0.002, 0.983);
31.23318;-36.53223;-24.66105;(0.047, 1.674, 0.509);(-0.044, -0.181, -0.001, 0.982);Pattern 1 saccade;
31.25933;-37.39993;-24.59389;(0.047, 1.674, 0.508);(-0.045, -0.183, 0.000, 0.982);
31.28954;-37.79021;-24.60908;(0.046, 1.674, 0.508);(-0.045, -0.184, 0.000, 0.982);
31.31757;-37.92659;-24.65485;(0.046, 1.674, 0.508);(-0.046, -0.185, 0.001, 0.982);
31.34576;-37.94143;-25.03159;(0.045, 1.674, 0.508);(-0.046, -0.186, 0.002, 0.981);
31.37523;-37.94173;-25.01208;(0.045, 1.674, 0.507);(-0.047, -0.187, 0.002, 0.981);
31.40852;-37.96901;-25.04423;(0.044, 1.674, 0.507);(-0.047, -0.188, 0.003, 0.981);
31.44609;-38.01829;-25.03391;(0.043, 1.674, 0.507);(-0.046, -0.188, 0.004, 0.981);
31.47404;-37.92445;-25.19419;(0.043, 1.674, 0.507);(-0.046, -0.189, 0.004, 0.981);
31.50273;-37.65544;-25.29811;(0.042, 1.674, 0.507);(-0.046, -0.189, 0.004, 0.981);
31.53189;-37.6315;-25.30145;(0.042, 1.674, 0.507);(-0.045, -0.189, 0.005, 0.981);
31.56221;-37.67678;-25.37133;(0.042, 1.673, 0.507);(-0.045, -0.189, 0.005, 0.981);
31.58900;-37.67033;-25.39379;(0.042, 1.673, 0.507);(-0.045, -0.188, 0.005, 0.981);
31.61730;-37.6797;-25.44405;(0.042, 1.673, 0.507);(-0.045, -0.188, 0.005, 0.981);
31.64585;-22.06657;-22.89647;(0.042, 1.673, 0.507);(-0.044, -0.187, 0.005, 0.981);
31.67500;-7.045471;-21.51036;(0.042, 1.673, 0.507);(-0.044, -0.186, 0.005, 0.981);Pattern 1 saccade;
31.70266;2.112027;-20.63692;(0.042, 1.673, 0.507);(-0.044, -0.185, 0.005, 0.982);Pattern 1 saccade;
31.73348;8.525347;-21.05239;(0.042, 1.673, 0.507);(-0.043, -0.184, 0.005, 0.982);Pattern 1 saccade;
31.76068;8.51742;-21.33626;(0.042, 1.673, 0.507);(-0.043, -0.183, 0.005, 0.982);Pattern 1 saccade;
31.78954;8.173306;-21.93724;(0.042, 1.673, 0.508);(-0.043, -0.183, 0.005, 0.982);
31.82168;7.716444;-22.17105;(0.043, 1.673, 0.508);(-0.042, -0.182, 0.004, 0.982);
31.86040;7.518542;-22.40135;(0.043, 1.673, 0.508);(-0.042, -0.181, 0.004, 0.983);
31.89620;7.356051;-22.63064;(0.043, 1.673, 0.508);(-0.042, -0.180, 0.004, 0.983);
31.93200;7.290766;-22.78854;(0.044, 1.673, 0.509);(-0.041, -0.179, 0.003, 0.983);
31.96068;7.040927;-23.14531;(0.044, 1.673, 0.509);(-0.041, -0.178, 0.003, 0.983);
31.98911;-8.119012;-29.44353;(0.045, 1.673, 0.509);(-0.041, -0.178, 0.002, 0.983);
32.01780;-26.723;-31.85735;(0.045, 1.673, 0.509);(-0.040, -0.178, 0.002, 0.983);No pattern saccade;
32.06431;-29.94755;-32.73223;(0.045, 1.673, 0.509);(-0.040, -0.178, 0.001, 0.983);Pattern 1 saccade;
32.10370;-29.80336;-32.94207;(0.046, 1.673, 0.510);(-0.040, -0.180, 0.001, 0.983);
32.13234;-29.43565;-33.37122;(0.046, 1.673, 0.510);(-0.040, -0.181, 0.001, 0.983);
32.15981;-29.39418;-33.38404;(0.046, 1.673, 0.510);(-0.039, -0.183, 0.001, 0.982);
32.18921;-29.27087;-33.41344;(0.046, 1.673, 0.510);(-0.039, -0.185, 0.001, 0.982);
32.21860;-29.44093;-33.53985;(0.046, 1.673, 0.510);(-0.039, -0.186, 0.001, 0.982);
32.24586;-29.55427;-33.60347;(0.046, 1.673, 0.510);(-0.039, -0.187, 0.001, 0.982);
32.27769;-29.73027;-33.70715;(0.046, 1.673, 0.510);(-0.039, -0.188, 0.001, 0.981);
32.31868;-29.90675;-33.79094;(0.046, 1.672, 0.510);(-0.038, -0.188, 0.001, 0.981);
32.34602;-30.12212;-33.92625;(0.045, 1.672, 0.510);(-0.038, -0.188, 0.002, 0.981);
32.37715;-30.47414;-34.22245;(0.046, 1.672, 0.510);(-0.038, -0.188, 0.001, 0.981);
32.43251;-30.54921;-34.30196;(0.045, 1.672, 0.510);(-0.038, -0.188, 0.001, 0.982);
32.46761;-30.79135;-33.79548;(0.045, 1.672, 0.509);(-0.038, -0.186, 0.001, 0.982);
32.50838;-31.75694;-27.23867;(0.045, 1.672, 0.509);(-0.038, -0.185, 0.001, 0.982);
32.56031;-32.09786;-26.65378;(0.045, 1.672, 0.509);(-0.038, -0.183, 0.001, 0.982);No pattern saccade;
32.59426;-32.0813;-26.62262;(0.045, 1.672, 0.510);(-0.039, -0.182, 0.000, 0.983);
32.63744;-33.07211;-25.76223;(0.045, 1.673, 0.510);(-0.039, -0.180, 0.000, 0.983);
32.68163;-33.27545;-25.41965;(0.045, 1.673, 0.510);(-0.039, -0.178, -0.001, 0.983);
32.72749;-33.72633;-25.3361;(0.045, 1.673, 0.510);(-0.039, -0.178, -0.001, 0.983);
32.76447;-33.90561;-25.45963;(0.045, 1.673, 0.510);(-0.039, -0.178, -0.001, 0.983);
32.80391;-34.05141;-25.48996;(0.045, 1.673, 0.510);(-0.040, -0.178, -0.001, 0.983);
32.83226;-34.2535;-25.49658;(0.046, 1.673, 0.510);(-0.041, -0.177, -0.001, 0.983);
32.86001;-35.99836;-21.02013;(0.046, 1.673, 0.510);(-0.041, -0.177, -0.001, 0.983);
32.88929;-36.02459;-20.6867;(0.046, 1.673, 0.509);(-0.041, -0.176, -0.001, 0.984);No pattern saccade;
32.91980;-36.00978;-20.41914;(0.046, 1.673, 0.509);(-0.041, -0.175, -0.001, 0.984);
32.94619;-36.14048;-20.26244;(0.047, 1.673, 0.509);(-0.042, -0.174, -0.001, 0.984);
32.97331;-36.21438;-20.2054;(0.047, 1.673, 0.509);(-0.042, -0.173, -0.001, 0.984);
33.00409;-36.21896;-20.04047;(0.047, 1.673, 0.509);(-0.042, -0.172, -0.002, 0.984);
33.04686;-36.19252;-19.93749;(0.048, 1.673, 0.509);(-0.042, -0.171, -0.002, 0.984);
33.07491;-36.24341;-19.88698;(0.048, 1.674, 0.509);(-0.042, -0.171, -0.003, 0.984);
33.10335;-36.18284;-19.83729;(0.048, 1.674, 0.509);(-0.042, -0.170, -0.003, 0.984);
33.13199;-36.16082;-19.84776;(0.048, 1.674, 0.509);(-0.043, -0.170, -0.003, 0.984);
33.16051;-35.31971;-20.10071;(0.049, 1.674, 0.509);(-0.043, -0.170, -0.003, 0.984);
33.20532;-21.87862;-22.17032;(0.049, 1.674, 0.509);(-0.043, -0.170, -0.004, 0.984);
33.23254;-22.00374;-22.13478;(0.049, 1.674, 0.509);(-0.042, -0.170, -0.004, 0.984);Pattern 1 saccade;
33.26004;-22.39439;-22.37542;(0.050, 1.673, 0.509);(-0.042, -0.170, -0.004, 0.985);
33.28836;-22.87858;-22.57927;(0.050, 1.673, 0.509);(-0.042, -0.170, -0.004, 0.985);
33.31881;-23.27876;-22.78686;(0.050, 1.673, 0.509);(-0.042, -0.170, -0.004, 0.985);
33.35925;-23.49054;-22.83357;(0.050, 1.673, 0.509);(-0.042, -0.170, -0.004, 0.985);
33.40470;-23.69664;-22.86699;(0.050, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.985);
33.43295;-23.93272;-23.07647;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.985);
33.46039;-24.02668;-23.14462;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.985);
33.48997;-24.07882;-23.23679;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.985);
33.52033;-24.10399;-23.32814;(0.051, 1.673, 0.509);(-0.042, -0.169, -0.005, 0.985);
33.56153;-24.14147;-23.37231;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.985);
33.58970;-24.17878;-23.51478;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.985);
33.62139;-24.33994;-23.76996;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.985);
33.65931;-24.38799;-23.81134;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.006, 0.985);
33.68982;-24.3611;-23.90834;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.006, 0.985);
33.71749;-24.38324;-23.98544;(0.051, 1.673, 0.509);(-0.042, -0.170, -0.005, 0.985);
